interpreter.interpret,0.1
interpreter.interpret,0.098
interpreter.interpret,0.098
interpreter.interpret,0.101
interpreter.interpret,0.099
interpreter.interpret,0.098
interpreter.interpret,0.1
interpreter.interpret,0.099
interpreter.interpret,0.101
interpreter.interpret,0.099
icarus-verilog.compile_with_iverilog,0.058
icarus-verilog.simulate,0.371
icarus-verilog.compile_with_iverilog,0.059
icarus-verilog.simulate,0.368
icarus-verilog.compile_with_iverilog,0.057
icarus-verilog.simulate,0.374
icarus-verilog.compile_with_iverilog,0.06
icarus-verilog.simulate,0.368
icarus-verilog.compile_with_iverilog,0.059
icarus-verilog.simulate,0.367
icarus-verilog.compile_with_iverilog,0.06
icarus-verilog.simulate,0.372
icarus-verilog.compile_with_iverilog,0.057
icarus-verilog.simulate,0.357
icarus-verilog.compile_with_iverilog,0.06
icarus-verilog.simulate,0.354
icarus-verilog.compile_with_iverilog,0.058
icarus-verilog.simulate,0.371
icarus-verilog.compile_with_iverilog,0.061
icarus-verilog.simulate,0.368
verilog.compile_with_verilator,2.3
verilog.simulate,0.032
verilog.compile_with_verilator,2.289
verilog.simulate,0.032
verilog.compile_with_verilator,2.274
verilog.simulate,0.032
verilog.compile_with_verilator,2.312
verilog.simulate,0.032
verilog.compile_with_verilator,2.285
verilog.simulate,0.032
verilog.compile_with_verilator,2.277
verilog.simulate,0.032
verilog.compile_with_verilator,2.292
verilog.simulate,0.032
verilog.compile_with_verilator,2.307
verilog.simulate,0.033
verilog.compile_with_verilator,2.318
verilog.simulate,0.032
verilog.compile_with_verilator,2.287
verilog.simulate,0.032
