interpreter.interpret,0.05
interpreter.interpret,0.05
interpreter.interpret,0.051
interpreter.interpret,0.051
interpreter.interpret,0.05
interpreter.interpret,0.051
interpreter.interpret,0.057
interpreter.interpret,0.05
interpreter.interpret,0.05
interpreter.interpret,0.051
icarus-verilog.compile_with_iverilog,0.074
icarus-verilog.simulate,0.179
icarus-verilog.compile_with_iverilog,0.073
icarus-verilog.simulate,0.179
icarus-verilog.compile_with_iverilog,0.073
icarus-verilog.simulate,0.166
icarus-verilog.compile_with_iverilog,0.073
icarus-verilog.simulate,0.181
icarus-verilog.compile_with_iverilog,0.074
icarus-verilog.simulate,0.18
icarus-verilog.compile_with_iverilog,0.073
icarus-verilog.simulate,0.178
icarus-verilog.compile_with_iverilog,0.074
icarus-verilog.simulate,0.178
icarus-verilog.compile_with_iverilog,0.074
icarus-verilog.simulate,0.179
icarus-verilog.compile_with_iverilog,0.075
icarus-verilog.simulate,0.179
icarus-verilog.compile_with_iverilog,0.074
icarus-verilog.simulate,0.179
verilog.compile_with_verilator,4.144
verilog.simulate,0.024
verilog.compile_with_verilator,4.186
verilog.simulate,0.025
verilog.compile_with_verilator,4.133
verilog.simulate,0.024
verilog.compile_with_verilator,4.136
verilog.simulate,0.025
verilog.compile_with_verilator,4.175
verilog.simulate,0.024
verilog.compile_with_verilator,4.17
verilog.simulate,0.025
verilog.compile_with_verilator,4.174
verilog.simulate,0.025
verilog.compile_with_verilator,4.183
verilog.simulate,0.025
verilog.compile_with_verilator,4.126
verilog.simulate,0.024
verilog.compile_with_verilator,4.17
verilog.simulate,0.024
