interpreter.interpret,0.036
interpreter.interpret,0.036
interpreter.interpret,0.036
interpreter.interpret,0.038
interpreter.interpret,0.037
interpreter.interpret,0.037
interpreter.interpret,0.033
interpreter.interpret,0.037
interpreter.interpret,0.036
interpreter.interpret,0.036
icarus-verilog.compile_with_iverilog,0.064
icarus-verilog.simulate,0.136
icarus-verilog.compile_with_iverilog,0.062
icarus-verilog.simulate,0.124
icarus-verilog.compile_with_iverilog,0.063
icarus-verilog.simulate,0.137
icarus-verilog.compile_with_iverilog,0.065
icarus-verilog.simulate,0.125
icarus-verilog.compile_with_iverilog,0.063
icarus-verilog.simulate,0.136
icarus-verilog.compile_with_iverilog,0.063
icarus-verilog.simulate,0.137
icarus-verilog.compile_with_iverilog,0.063
icarus-verilog.simulate,0.136
icarus-verilog.compile_with_iverilog,0.063
icarus-verilog.simulate,0.136
icarus-verilog.compile_with_iverilog,0.065
icarus-verilog.simulate,0.138
icarus-verilog.compile_with_iverilog,0.062
icarus-verilog.simulate,0.136
verilog.compile_with_verilator,2.78
verilog.simulate,0.021
verilog.compile_with_verilator,2.775
verilog.simulate,0.021
verilog.compile_with_verilator,2.769
verilog.simulate,0.021
verilog.compile_with_verilator,2.773
verilog.simulate,0.021
verilog.compile_with_verilator,2.766
verilog.simulate,0.021
verilog.compile_with_verilator,2.795
verilog.simulate,0.021
verilog.compile_with_verilator,2.777
verilog.simulate,0.021
verilog.compile_with_verilator,2.779
verilog.simulate,0.021
verilog.compile_with_verilator,2.77
verilog.simulate,0.02
verilog.compile_with_verilator,2.785
verilog.simulate,0.021
