interpreter.interpret,0.059
interpreter.interpret,0.065
interpreter.interpret,0.059
interpreter.interpret,0.058
interpreter.interpret,0.058
interpreter.interpret,0.067
interpreter.interpret,0.059
interpreter.interpret,0.058
interpreter.interpret,0.057
interpreter.interpret,0.058
icarus-verilog.compile_with_iverilog,0.101
icarus-verilog.simulate,0.324
icarus-verilog.compile_with_iverilog,0.1
icarus-verilog.simulate,0.322
icarus-verilog.compile_with_iverilog,0.101
icarus-verilog.simulate,0.32
icarus-verilog.compile_with_iverilog,0.1
icarus-verilog.simulate,0.32
icarus-verilog.compile_with_iverilog,0.1
icarus-verilog.simulate,0.323
icarus-verilog.compile_with_iverilog,0.103
icarus-verilog.simulate,0.321
icarus-verilog.compile_with_iverilog,0.098
icarus-verilog.simulate,0.31
icarus-verilog.compile_with_iverilog,0.1
icarus-verilog.simulate,0.323
icarus-verilog.compile_with_iverilog,0.1
icarus-verilog.simulate,0.323
icarus-verilog.compile_with_iverilog,0.1
icarus-verilog.simulate,0.32
verilog.compile_with_verilator,7.17
verilog.simulate,0.035
verilog.compile_with_verilator,7.16
verilog.simulate,0.035
verilog.compile_with_verilator,7.152
verilog.simulate,0.032
verilog.compile_with_verilator,7.269
verilog.simulate,0.035
verilog.compile_with_verilator,7.163
verilog.simulate,0.032
verilog.compile_with_verilator,7.132
verilog.simulate,0.034
verilog.compile_with_verilator,7.245
verilog.simulate,0.032
verilog.compile_with_verilator,7.187
verilog.simulate,0.034
verilog.compile_with_verilator,7.19
verilog.simulate,0.035
verilog.compile_with_verilator,7.243
verilog.simulate,0.033
