interpreter.interpret,0.105
interpreter.interpret,0.109
interpreter.interpret,0.111
interpreter.interpret,0.11
interpreter.interpret,0.11
interpreter.interpret,0.11
interpreter.interpret,0.112
interpreter.interpret,0.11
interpreter.interpret,0.108
interpreter.interpret,0.108
icarus-verilog.compile_with_iverilog,0.045
icarus-verilog.simulate,0.323
icarus-verilog.compile_with_iverilog,0.047
icarus-verilog.simulate,0.309
icarus-verilog.compile_with_iverilog,0.047
icarus-verilog.simulate,0.322
icarus-verilog.compile_with_iverilog,0.046
icarus-verilog.simulate,0.323
icarus-verilog.compile_with_iverilog,0.047
icarus-verilog.simulate,0.31
icarus-verilog.compile_with_iverilog,0.05
icarus-verilog.simulate,0.321
icarus-verilog.compile_with_iverilog,0.049
icarus-verilog.simulate,0.324
icarus-verilog.compile_with_iverilog,0.046
icarus-verilog.simulate,0.325
icarus-verilog.compile_with_iverilog,0.046
icarus-verilog.simulate,0.309
icarus-verilog.compile_with_iverilog,0.045
icarus-verilog.simulate,0.329
verilog.compile_with_verilator,2.316
verilog.simulate,0.027
verilog.compile_with_verilator,2.319
verilog.simulate,0.03
verilog.compile_with_verilator,2.313
verilog.simulate,0.027
verilog.compile_with_verilator,2.317
verilog.simulate,0.027
verilog.compile_with_verilator,2.33
verilog.simulate,0.027
verilog.compile_with_verilator,2.365
verilog.simulate,0.028
verilog.compile_with_verilator,2.322
verilog.simulate,0.027
verilog.compile_with_verilator,2.312
verilog.simulate,0.028
verilog.compile_with_verilator,2.307
verilog.simulate,0.027
verilog.compile_with_verilator,2.332
verilog.simulate,0.028
